Wavelength (nm),14k,11k,8k,5k,3k
1017,1.40E-02,0.014909364,4.59E-02,9.03E-02,0.290645285
1018,1.69E-02,2.04E-02,4.06E-02,9.30E-02,0.293468161
1019,0.012036202,1.90E-02,4.34E-02,9.01E-02,0.302149228
1020,0.015404352,1.51E-02,4.43E-02,9.10E-02,0.289270327
1021,0.011784577,1.30E-02,4.44E-02,8.95E-02,0.288064397
1022,1.36E-02,1.78E-02,4.60E-02,9.53E-02,0.28697773
1023,1.26E-02,1.45E-02,4.41E-02,8.87E-02,0.293116963
1024,1.66E-02,2.03E-02,4.25E-02,9.06E-02,0.295594194
1025,1.48E-02,1.72E-02,4.32E-02,9.08E-02,0.29549075
1026,9.76E-03,1.08E-02,3.70E-02,8.47E-02,0.289485227
1027,1.58E-02,2.12E-02,4.46E-02,8.85E-02,0.29207521
1028,9.99E-03,1.50E-02,4.24E-02,8.82E-02,0.293545371
1029,9.63E-03,1.70E-02,4.27E-02,8.83E-02,0.292159338
1030,9.89E-03,1.50E-02,4.34E-02,8.78E-02,0.288645459
1031,1.00E-02,1.06E-02,3.90E-02,8.14E-02,0.286445662
1032,1.37E-02,1.84E-02,0.042427743,8.82E-02,0.291570217
1033,1.70E-02,1.56E-02,4.50E-02,8.81E-02,0.297225409
1034,8.94E-03,1.21E-02,4.32E-02,8.52E-02,0.288946008
1035,1.14E-02,1.71E-02,4.68E-02,0.088622076,0.291111109
1036,8.06E-03,1.45E-02,4.38E-02,9.20E-02,0.288619832
1037,1.31E-02,1.77E-02,0.036385299,8.58E-02,0.296214843
1038,1.18E-02,1.36E-02,4.05E-02,8.89E-02,0.291298992
1039,1.18E-02,1.54E-02,4.02E-02,8.43E-02,0.287408958
1040,1.41E-02,1.98E-02,4.19E-02,0.085043103,0.296252718
1041,1.26E-02,1.53E-02,4.10E-02,9.12E-02,0.282902974
1042,1.26E-02,1.32E-02,3.97E-02,7.82E-02,0.281695044
1043,1.08E-02,1.42E-02,4.10E-02,8.57E-02,0.289467922
1044,1.06E-02,1.74E-02,4.70E-02,8.36E-02,0.28309597
1045,8.21E-03,0.017336723,3.95E-02,8.76E-02,0.287385822
1046,6.77E-03,1.69E-02,3.98E-02,8.38E-02,0.283744623
1047,1.68E-02,2.10E-02,0.046734861,8.27E-02,0.292889342
1048,9.44E-03,1.46E-02,4.26E-02,8.05E-02,0.284861255
1049,1.70E-02,0.020628397,3.98E-02,8.36E-02,0.28165878
1050,6.12E-03,1.16E-02,4.34E-02,8.23E-02,0.290770365
1051,8.45E-04,9.13E-03,3.70E-02,7.63E-02,0.274942284
1052,1.51E-02,1.84E-02,4.94E-02,0.089011796,0.293998749
1053,1.14E-02,1.87E-02,0.035142265,7.70E-02,0.291181275
1054,1.17E-02,1.44E-02,0.046382552,8.42E-02,0.287738038
1055,1.66E-02,2.26E-02,4.76E-02,8.85E-02,0.281180671
1056,3.34E-03,0.012973079,3.78E-02,8.12E-02,0.282622282
1057,1.06E-02,0.014495113,4.06E-02,8.59E-02,0.286968104
1058,2.15E-02,0.023775499,4.15E-02,9.57E-02,0.285997694
1059,1.08E-02,2.17E-03,4.03E-02,7.85E-02,0.280893063
1060,1.57E-02,1.96E-02,4.26E-02,8.63E-02,0.29441888
1061,2.59E-03,0.012469228,3.86E-02,8.38E-02,0.267194245
1062,1.55E-02,7.96E-03,3.89E-02,8.54E-02,0.28544387
1063,1.22E-02,0.020380986,3.80E-02,0.076935899,0.278175936
1064,1.19E-02,1.37E-02,3.62E-02,8.14E-02,0.283205426
1065,1.50E-02,1.30E-02,3.66E-02,7.63E-02,0.279107077
1066,1.23E-02,2.09E-02,4.25E-02,8.24E-02,0.290350426
1067,7.53E-03,2.10E-03,2.94E-02,8.35E-02,0.277674336
1068,1.77E-02,2.83E-02,4.50E-02,8.64E-02,0.29010798
1069,1.67E-02,2.14E-02,4.94E-02,8.68E-02,0.287909009
1070,1.79E-02,2.18E-02,4.34E-02,0.084857288,0.275479175
1071,1.30E-02,2.51E-02,4.11E-02,8.47E-02,0.290558754
1072,1.82E-02,2.04E-02,4.26E-02,7.23E-02,0.279309589
1073,1.35E-02,1.66E-02,4.51E-02,9.27E-02,0.279985457
1074,1.65E-02,5.98E-03,4.06E-02,7.18E-02,0.263835244
1075,2.13E-02,2.32E-02,3.85E-02,8.54E-02,0.293179308
1076,1.37E-02,1.39E-02,0.046664294,0.074077023,0.285649772
1077,0.011203658,2.00E-02,0.0510685,8.87E-02,0.285188064
1078,7.77E-03,1.42E-02,3.94E-02,7.61E-02,0.262577408
1079,1.84E-02,0.011093834,4.92E-02,8.86E-02,0.277829407
1080,1.32E-02,1.93E-02,4.72E-02,8.31E-02,0.271209419
1081,2.26E-02,2.30E-02,5.33E-02,0.103476146,0.285645777
1082,1.33E-02,2.78E-02,0.051643763,8.66E-02,0.28293805
1083,0.017483817,1.84E-02,4.11E-02,7.47E-02,0.275169575
1084,8.58E-03,2.48E-02,4.68E-02,8.36E-02,0.287325981
1085,0.013883149,8.21E-03,3.34E-02,8.15E-02,0.282355786
1086,2.35E-02,3.32E-02,4.71E-02,8.75E-02,0.281037577
1087,1.33E-02,1.90E-02,4.87E-02,9.18E-02,0.292104333
1088,6.81E-03,1.10E-02,3.34E-02,5.82E-02,0.265880794
1089,1.58E-02,3.08E-02,4.98E-02,0.094660126,0.292050746
1090,1.48E-02,2.29E-02,3.02E-02,8.13E-02,0.278998715
1091,2.11E-02,1.58E-02,6.12E-02,7.57E-02,0.308906098
1092,4.22E-03,3.20E-02,3.60E-02,7.87E-02,0.247683667
1093,2.67E-02,2.85E-02,6.13E-02,9.11E-02,0.312688729
1094,1.11E-02,3.62E-02,4.93E-02,9.14E-02,0.273703117
1095,9.95E-03,-1.32E-03,3.82E-02,7.25E-02,0.273513964
1096,4.10E-03,-5.48E-03,4.56E-02,7.51E-02,0.2618738
1097,2.58E-02,1.63E-02,4.42E-02,9.09E-02,0.298361078
1098,-4.23E-03,-4.90E-04,0.035875167,7.80E-02,0.271040454
1099,1.40E-02,2.18E-02,5.74E-02,7.62E-02,0.258383641
1100,1.21E-02,1.32E-02,0.036348795,7.58E-02,0.267915287
